ENTRY_ID,ACCOUNT_CODE,AMOUNT,CURRENCY,POSTING_DATE,COUNTERPARTY_ID,POSITION_ID,INJECTED_CASE_ID
GL-000593,ADVANCES_FUND,6062213275.38,INR,2024-01-21,CP-00340,POS-001135,
GL-000594,ADVANCES_FUND,11265163804.74,INR,2025-04-12,CP-00340,POS-001134,
GL-000595,ADVANCES_FUND,10970218992.25,INR,2025-12-14,CP-00332,POS-001112,
GL-000596,ADVANCES_FUND,2941216416.55,INR,2024-03-24,CP-00341,POS-001139,
GL-000597,ADVANCES_FUND,5900489068.58,INR,2024-12-12,CP-00333,POS-001114,
GL-000598,ADVANCES_FUND,4160872676.01,INR,2026-05-08,CP-00347,POS-001157,
GL-000599,ADVANCES_FUND,11321584.84,INR,2024-11-16,CP-00353,POS-001181,
GL-000600,ADVANCES_FUND,429954624.14,INR,2024-09-03,CP-00356,POS-001190,
GL-000601,ADVANCES_FUND,6438165642.95,INR,2025-12-19,CP-00345,POS-001151,
GL-000602,ADVANCES_FUND,323228999.9,INR,2024-06-07,CP-00351,POS-001172,
GL-000603,ADVANCES_FUND,3402776083.28,INR,2026-04-29,CP-00357,POS-001195,
GL-000604,ADVANCES_FUND,778844070.48,INR,2024-04-21,CP-00351,POS-001171,
GL-000605,ADVANCES_FUND,1851323022.12,INR,2025-09-20,CP-00349,POS-001164,
GL-000606,ADVANCES_FUND,2029245517.08,INR,2025-10-28,CP-00349,POS-001162,
GL-000607,ADVANCES_FUND,487666005.04,INR,2025-11-27,CP-00353,POS-001180,
GL-000608,ADVANCES_FUND,578132411.58,INR,2023-11-22,CP-00346,POS-001153,
GL-000609,ADVANCES_FUND,5889036898.33,INR,2024-12-28,CP-00352,POS-001177,
GL-000610,ADVANCES_FUND,453364018.15,INR,2024-06-05,CP-00354,POS-001185,
GL-000611,ADVANCES_FUND,6574034712.48,INR,2025-11-19,CP-00352,POS-001176,
GL-000612,ADVANCES_FUND,7575245069.81,INR,2026-04-29,CP-00352,POS-001175,
GL-000613,ADVANCES_FUND,1247892980.7,INR,2026-05-20,CP-00348,POS-001160,
GL-000614,ADVANCES_FUND,3149694394.59,INR,2025-03-05,CP-00350,POS-001167,
GL-000615,ADVANCES_FUND,33096934216.73,INR,2025-07-08,CP-00357,POS-001193,
GL-000616,ADVANCES_FUND,863612912.71,INR,2024-03-12,CP-00349,POS-001163,
GL-000617,ADVANCES_FUND,3247556468.15,INR,2024-02-18,CP-00346,POS-001154,
GL-000618,ADVANCES_FUND,5630478555.48,INR,2025-07-25,CP-00357,POS-001194,
GL-000619,ADVANCES_FUND,1263195217.65,INR,2025-03-13,CP-00354,POS-001184,
GL-000620,ADVANCES_FUND,7922352695.62,INR,2025-05-09,CP-00350,POS-001168,
GL-000621,ADVANCES_FUND,705571222.17,INR,2024-06-21,CP-00355,POS-001188,
GL-000622,ADVANCES_FUND,12239413234.64,INR,2023-12-23,CP-00364,POS-001223,
GL-000623,ADVANCES_FUND,11324865847.18,INR,2025-02-17,CP-00358,POS-001200,
GL-000624,ADVANCES_FUND,46091776926.74,INR,2024-06-07,CP-00361,POS-001211,
GL-000625,ADVANCES_FUND,5619837447.86,INR,2024-12-13,CP-00363,POS-001219,
GL-000626,ADVANCES_FUND,489684356.13,INR,2025-09-07,CP-00372,POS-001246,
GL-000627,ADVANCES_FUND,15859860588.46,INR,2024-02-12,CP-00358,POS-001199,
GL-000628,ADVANCES_FUND,4612669587.54,INR,2025-12-01,CP-00368,POS-001234,
GL-000629,ADVANCES_FUND,499503971.8,INR,2025-10-28,CP-00364,POS-001222,
GL-000630,ADVANCES_FUND,34936267189.81,INR,2024-06-03,CP-00359,POS-001204,
GL-000631,ADVANCES_FUND,4176291945.0,INR,2024-05-14,CP-00362,POS-001214,
GL-000632,ADVANCES_FUND,3635994784.84,INR,2023-08-20,CP-00362,POS-001213,
GL-000633,ADVANCES_FUND,23523727439.75,INR,2024-05-13,CP-00369,POS-001238,
GL-000634,ADVANCES_FUND,3452606515.66,INR,2026-06-03,CP-00365,POS-001227,
GL-000635,ADVANCES_FUND,8493005733.78,INR,2023-12-13,CP-00371,POS-001243,
GL-000636,ADVANCES_FUND,163867735951.09,INR,2025-04-03,CP-00368,POS-001235,
GL-000637,ADVANCES_FUND,143331981.1,INR,2026-06-21,CP-00363,POS-001218,
GL-000638,ADVANCES_FUND,25302847011.44,INR,2024-10-04,CP-00359,POS-001205,
GL-000639,ADVANCES_FUND,63269534.69,INR,2025-12-26,CP-00365,POS-001226,
GL-000640,ADVANCES_FUND,74830931703.4,INR,2025-04-01,CP-00367,POS-001231,
GL-000641,ADVANCES_FUND,2175249571.34,INR,2025-01-31,CP-00360,POS-001207,
GL-000642,ADVANCES_FUND,87959358257.54,INR,2026-04-10,CP-00366,POS-001229,
GL-000643,ADVANCES_FUND,2421161219.62,INR,2023-12-12,CP-00359,POS-001203,
GL-000644,ADVANCES_FUND,31845875140.44,INR,2024-12-19,CP-00370,POS-001241,
GL-000645,ADVANCES_FUND,1452781423.65,INR,2023-08-09,CP-00360,POS-001209,
GL-000646,ADVANCES_FUND,14636337395.35,INR,2025-02-06,CP-00368,POS-001233,
GL-000647,ADVANCES_FUND,1378311072.46,INR,2024-09-17,CP-00372,POS-001247,
GL-000648,ADVANCES_FUND,3590304168.7,INR,2024-01-23,CP-00360,POS-001208,
GL-000649,ADVANCES_FUND,72598552821.16,INR,2025-03-24,CP-00375,POS-001257,
GL-000650,ADVANCES_FUND,2665132903.85,INR,2023-09-21,CP-00376,POS-001260,
GL-000651,ADVANCES_FUND,111035944480.33,INR,2024-05-16,CP-00373,POS-001251,
GL-000652,ADVANCES_FUND,3479772868.83,INR,2026-04-28,CP-00383,POS-001282,
GL-000653,ADVANCES_FUND,205045556.46,INR,2023-09-08,CP-00382,POS-001278,
GL-000654,ADVANCES_FUND,123162708.48,INR,2025-03-24,CP-00386,POS-001291,
GL-000655,ADVANCES_FUND,2877277663.2,INR,2024-10-08,CP-00379,POS-001270,
GL-000656,ADVANCES_FUND,689029493.19,INR,2026-06-30,CP-00378,POS-001267,
GL-000657,ADVANCES_FUND,263946259.51,INR,2025-07-26,CP-00374,POS-001254,
GL-000658,ADVANCES_FUND,43037416451.89,INR,2024-02-21,CP-00373,POS-001249,
GL-000659,ADVANCES_FUND,2691295408.34,INR,2025-07-03,CP-00387,POS-001295,
GL-000660,ADVANCES_FUND,644250461.52,INR,2025-12-31,CP-00386,POS-001290,
GL-000661,ADVANCES_FUND,3031595153.39,INR,2026-03-23,CP-00378,POS-001266,
GL-000662,ADVANCES_FUND,114208890.34,INR,2023-09-22,CP-00382,POS-001280,
GL-000663,ADVANCES_FUND,2716707886.24,INR,2024-01-22,CP-00377,POS-001263,
GL-000664,ADVANCES_FUND,1279813789.5,INR,2026-05-13,CP-00381,POS-001274,
GL-000665,ADVANCES_FUND,3353896451.69,INR,2023-09-21,CP-00386,POS-001292,
GL-000666,ADVANCES_FUND,257557818.32,INR,2024-01-14,CP-00382,POS-001279,
GL-000667,ADVANCES_FUND,1279604406.17,INR,2025-06-01,CP-00374,POS-001253,
GL-000668,ADVANCES_FUND,4042735035.14,INR,2024-07-11,CP-00384,POS-001286,
GL-000669,ADVANCES_FUND,27703503350.47,INR,2025-09-21,CP-00380,POS-001272,
GL-000670,ADVANCES_FUND,256371788.46,INR,2025-09-30,CP-00385,POS-001288,
GL-000671,ADVANCES_FUND,5998908934.65,INR,2024-05-09,CP-00383,POS-001283,
GL-000672,ADVANCES_FUND,397772998045.04,INR,2025-11-21,CP-00373,POS-001250,
GL-000673,ADVANCES_FUND,120497711.81,INR,2025-06-07,CP-00384,POS-001285,
GL-000674,ADVANCES_FUND,401120536.98,INR,2025-06-04,CP-00381,POS-001275,
GL-000675,ADVANCES_FUND,143153125.02,INR,2026-01-17,CP-00376,POS-001259,
GL-000676,ADVANCES_FUND,5729505104.92,INR,2025-06-19,CP-00397,POS-001329,
GL-000677,ADVANCES_FUND,129823760.12,INR,2024-11-12,CP-00391,POS-001308,
GL-000678,ADVANCES_FUND,1306849394.11,INR,2023-09-12,CP-00399,POS-001338,
GL-000679,ADVANCES_FUND,430870257.62,INR,2024-01-09,CP-00399,POS-001336,
GL-000680,ADVANCES_FUND,553149879.02,INR,2024-11-16,CP-00392,POS-001310,
GL-000681,ADVANCES_FUND,646253719.03,INR,2024-07-13,CP-00390,POS-001303,
GL-000682,ADVANCES_FUND,4701079974.21,INR,2023-08-13,CP-00396,POS-001325,
GL-000683,ADVANCES_FUND,455641232.88,INR,2024-02-09,CP-00398,POS-001333,
GL-000684,ADVANCES_FUND,1026257789.42,INR,2025-04-01,CP-00391,POS-001307,
GL-000685,ADVANCES_FUND,1141137415.42,INR,2024-06-02,CP-00392,POS-001311,
GL-000686,ADVANCES_FUND,3751166673.34,INR,2025-07-05,CP-00395,POS-001321,
GL-000687,ADVANCES_FUND,1310661764.58,INR,2023-09-26,CP-00394,POS-001318,
GL-000688,ADVANCES_FUND,2179707559.71,INR,2026-03-20,CP-00401,POS-001344,
GL-000689,ADVANCES_FUND,8004835874.31,INR,2025-10-27,CP-00389,POS-001301,
GL-000690,ADVANCES_FUND,2618504505.72,INR,2025-06-17,CP-00389,POS-001300,
GL-000691,ADVANCES_FUND,50223107.69,INR,2025-11-21,CP-00394,POS-001317,
GL-000692,ADVANCES_FUND,3891356572.51,INR,2024-09-17,CP-00399,POS-001337,
GL-000693,ADVANCES_FUND,693802480.93,INR,2024-05-11,CP-00394,POS-001319,
GL-000694,ADVANCES_FUND,1644867631.63,INR,2023-10-29,CP-00398,POS-001332,
GL-000695,ADVANCES_FUND,653065775.1,INR,2024-12-28,CP-00396,POS-001324,
GL-000696,ADVANCES_FUND,7819571697.85,INR,2024-08-19,CP-00393,POS-001313,
GL-000697,ADVANCES_FUND,6673844280.67,INR,2024-09-12,CP-00389,POS-001299,
GL-000698,ADVANCES_FUND,1967696678.33,INR,2026-06-27,CP-00390,POS-001304,
GL-000699,ADVANCES_FUND,3385211241.34,INR,2024-05-16,CP-00393,POS-001314,
GL-000700,ADVANCES_FUND,4221152590.62,INR,2026-06-05,CP-00391,POS-001306,
GL-000701,ADVANCES_FUND,1701302766.76,INR,2024-11-08,CP-00395,POS-001322,
GL-000702,ADVANCES_FUND,93853131644.21,INR,2023-07-02,CP-00388,POS-001297,
GL-000703,ADVANCES_FUND,20578728627.93,INR,2024-02-19,CP-00400,POS-001341,
GL-000704,ADVANCES_FUND,59071881730.27,INR,2024-03-31,CP-00411,POS-001382,
GL-000705,ADVANCES_FUND,102998884435.18,INR,2026-04-09,CP-00406,POS-001365,
GL-000706,ADVANCES_FUND,13301431620.29,INR,2024-02-07,CP-00415,POS-001395,
GL-000707,ADVANCES_FUND,2177730251.62,INR,2024-06-15,CP-00403,POS-001352,
GL-000708,ADVANCES_FUND,16053220849.95,INR,2025-04-15,CP-00406,POS-001363,
GL-000709,ADVANCES_FUND,46031180662.17,INR,2024-12-31,CP-00410,POS-001378,
GL-000710,ADVANCES_FUND,4755851571.81,INR,2026-04-10,CP-00405,POS-001359,
GL-000711,ADVANCES_FUND,101409885862.58,INR,2025-11-18,CP-00402,POS-001347,
GL-000712,ADVANCES_FUND,131283705434.61,INR,2025-10-04,CP-00410,POS-001379,
GL-000713,ADVANCES_FUND,102826718425.51,INR,2023-11-12,CP-00411,POS-001381,
GL-000714,ADVANCES_FUND,18072000037.85,INR,2026-02-27,CP-00416,POS-001400,
GL-000715,ADVANCES_FUND,13911321237.95,INR,2025-08-15,CP-00403,POS-001351,
GL-000716,ADVANCES_FUND,18805143738.29,INR,2026-02-06,CP-00405,POS-001360,
GL-000717,ADVANCES_FUND,920084189.99,INR,2025-08-23,CP-00415,POS-001396,
GL-000718,ADVANCES_FUND,83800558559.57,INR,2026-06-19,CP-00409,POS-001374,
GL-000719,ADVANCES_FUND,65718952442.73,INR,2025-09-05,CP-00414,POS-001391,
GL-000720,ADVANCES_FUND,17968153208.86,INR,2024-04-29,CP-00404,POS-001355,
GL-000721,ADVANCES_FUND,43091610962.47,INR,2024-03-12,CP-00416,POS-001399,
GL-000722,ADVANCES_FUND,81787098093.98,INR,2025-05-11,CP-00412,POS-001385,
GL-000723,ADVANCES_FUND,24943097361.94,INR,2024-05-18,CP-00407,POS-001367,
GL-000724,ADVANCES_FUND,3263133709.0,INR,2024-08-22,CP-00410,POS-001377,
GL-000725,ADVANCES_FUND,2337485180.42,INR,2023-10-16,CP-00409,POS-001373,
GL-000726,ADVANCES_FUND,34290683194.44,INR,2024-01-31,CP-00407,POS-001368,
GL-000727,ADVANCES_FUND,37677363927.22,INR,2025-10-22,CP-00417,POS-001403,
GL-000728,ADVANCES_FUND,381644405265.44,INR,2024-09-24,CP-00412,POS-001386,
GL-000729,ADVANCES_FUND,57012503829.2,INR,2024-02-20,CP-00413,POS-001388,
GL-000730,ADVANCES_FUND,127207840132.83,INR,2025-07-31,CP-00406,POS-001364,
GL-000731,ADVANCES_FUND,88320141630.02,INR,2024-10-11,CP-00415,POS-001394,
GL-000732,ADVANCES_FUND,182175661707.97,INR,2025-04-18,CP-00408,POS-001370,
GL-000733,ADVANCES_FUND,10335052831.03,INR,2025-07-27,CP-00405,POS-001361,
GL-000734,ADVANCES_FUND,124319717564.13,INR,2025-11-24,CP-00412,POS-001384,
GL-000735,ADVANCES_FUND,35787020404.62,INR,2026-05-23,CP-00404,POS-001356,
GL-000736,ADVANCES_FUND,1330362757.09,INR,2024-03-31,CP-00403,POS-001350,
GL-000737,ADVANCES_FUND,58758117188.97,INR,2024-01-16,CP-00416,POS-001401,
GL-000738,ADVANCES_FUND,8491312513.76,INR,2025-12-03,CP-00422,POS-001418,
GL-000739,ADVANCES_FUND,23310795400.72,INR,2024-11-24,CP-00420,POS-001412,
GL-000740,ADVANCES_FUND,3542885293.47,INR,2023-11-22,CP-00418,POS-001406,
GL-000741,ADVANCES_FUND,1581770818.51,INR,2024-04-30,CP-00431,POS-001451,
GL-000742,ADVANCES_FUND,588907928.36,INR,2024-06-28,CP-00425,POS-001431,
GL-000743,ADVANCES_FUND,4396482264.68,INR,2026-03-20,CP-00420,POS-001411,
GL-000744,ADVANCES_FUND,4212617220.97,INR,2023-11-12,CP-00430,POS-001447,
GL-000745,ADVANCES_FUND,131628525.9,INR,2023-07-19,CP-00424,POS-001426,
GL-000746,ADVANCES_FUND,2606005939.54,INR,2024-10-01,CP-00420,POS-001413,
GL-000747,ADVANCES_FUND,7037918182.22,INR,2025-06-27,CP-00419,POS-001409,
GL-000748,ADVANCES_FUND,889177947.01,INR,2024-07-05,CP-00425,POS-001430,
GL-000749,ADVANCES_FUND,135818987.41,INR,2024-07-27,CP-00426,POS-001434,
GL-000750,ADVANCES_FUND,396432384.83,INR,2023-09-17,CP-00419,POS-001408,
GL-000751,ADVANCES_FUND,1129310748.25,INR,2026-03-01,CP-00429,POS-001444,
GL-000752,ADVANCES_FUND,213703942.24,INR,2024-12-13,CP-00428,POS-001442,
GL-000753,ADVANCES_FUND,24011148830.61,INR,2024-05-15,CP-00421,POS-001416,
GL-000754,ADVANCES_FUND,1848515171.97,INR,2025-06-13,CP-00426,POS-001435,
GL-000755,ADVANCES_FUND,4837528442.71,INR,2023-12-23,CP-00424,POS-001424,
GL-000756,ADVANCES_FUND,855901186.72,INR,2026-04-21,CP-00426,POS-001436,
GL-000757,ADVANCES_FUND,2238085587.93,INR,2026-03-07,CP-00427,POS-001439,
GL-000758,ADVANCES_FUND,17346880288.6,INR,2024-02-16,CP-00423,POS-001421,
GL-000759,ADVANCES_FUND,21605548730.58,INR,2026-02-13,CP-00425,POS-001429,
GL-000760,ADVANCES_FUND,6910191463.99,INR,2025-03-29,CP-00428,POS-001441,
GL-000761,ADVANCES_FUND,8030556459.38,INR,2025-08-27,CP-00431,POS-001449,
GL-000762,ADVANCES_FUND,1619749197.1,INR,2024-06-07,CP-00424,POS-001425,
GL-000763,ADVANCES_FUND,3855735660.63,INR,2026-06-17,CP-00418,POS-001405,
GL-000764,ADVANCES_FUND,2969326887.37,INR,2025-06-05,CP-00431,POS-001450,
GL-000765,ADVANCES_FUND,165510405.76,INR,2023-07-17,CP-00430,POS-001446,
GL-000766,ADVANCES_FUND,605153588.79,INR,2025-05-23,CP-00427,POS-001438,
GL-000767,ADVANCES_FUND,37584856593.91,INR,2025-05-07,CP-00602,POS-002051,
GL-000768,ADVANCES_FUND,12640392530.24,INR,2026-01-09,CP-00591,POS-002011,
GL-000769,ADVANCES_FUND,33723443370.64,INR,2025-05-27,CP-00600,POS-002047,
GL-000770,ADVANCES_FUND,205570871223.51,INR,2025-04-23,CP-00596,POS-002032,
GL-000771,ADVANCES_FUND,79691934914.04,INR,2025-10-27,CP-00603,POS-002055,
GL-000772,ADVANCES_FUND,33234475415.39,INR,2023-07-24,CP-00591,POS-002013,
GL-000773,ADVANCES_FUND,100273371577.39,INR,2025-08-28,CP-00601,POS-002049,
GL-000774,ADVANCES_FUND,15113797247.72,INR,2025-12-14,CP-00604,POS-002059,
GL-000775,ADVANCES_FUND,17979735264.71,INR,2024-11-07,CP-00592,POS-002015,
GL-000776,ADVANCES_FUND,181607040192.24,INR,2025-07-16,CP-00597,POS-002035,
GL-000777,ADVANCES_FUND,12337576640.97,INR,2025-02-18,CP-00592,POS-002017,
GL-000778,ADVANCES_FUND,392912437824.32,INR,2024-04-27,CP-00595,POS-002030,
GL-000779,ADVANCES_FUND,150972091242.81,INR,2026-04-06,CP-00594,POS-002024,
GL-000780,ADVANCES_FUND,196706480237.28,INR,2024-12-20,CP-00593,POS-002020,
GL-000781,ADVANCES_FUND,125865222965.08,INR,2026-06-07,CP-00595,POS-002029,
GL-000782,ADVANCES_FUND,75206078644.25,INR,2026-05-13,CP-00593,POS-002021,
GL-000783,ADVANCES_FUND,212219634583.68,INR,2026-03-21,CP-00598,POS-002039,
GL-000784,ADVANCES_FUND,27957267977.12,INR,2026-01-04,CP-00593,POS-002022,
GL-000785,ADVANCES_FUND,68290824535.94,INR,2025-06-13,CP-00599,POS-002041,
GL-000786,ADVANCES_FUND,4673794450.21,INR,2023-09-10,CP-00590,POS-002007,
GL-000787,ADVANCES_FUND,8539382453.64,INR,2023-10-12,CP-00599,POS-002042,
GL-000788,ADVANCES_FUND,110354465853.75,INR,2026-03-10,CP-00594,POS-002025,
GL-000789,ADVANCES_FUND,309220093762.36,INR,2023-07-11,CP-00595,POS-002028,
GL-000790,ADVANCES_FUND,1033384261.96,INR,2024-08-04,CP-00603,POS-002054,
GL-000791,ADVANCES_FUND,8984788713.95,INR,2024-11-01,CP-00604,POS-002057,
GL-000792,ADVANCES_FUND,11297841214.69,INR,2024-02-14,CP-00590,POS-002006,
GL-000793,ADVANCES_FUND,34581307999.84,INR,2025-01-16,CP-00600,POS-002045,
GL-000794,ADVANCES_FUND,71676856320.12,INR,2025-09-13,CP-00599,POS-002043,
GL-000795,ADVANCES_FUND,57980381142.65,INR,2024-11-28,CP-00590,POS-002008,
GL-000796,ADVANCES_FUND,152822244833.85,INR,2024-04-28,CP-00592,POS-002016,
GL-000797,ADVANCES_FUND,178358977824.75,INR,2024-06-13,CP-00605,POS-002062,
GL-000798,ADVANCES_FUND,21375664691.02,INR,2025-12-26,CP-00591,POS-002012,
GL-000799,ADVANCES_FUND,75301101674.1,INR,2023-09-07,CP-00600,POS-002046,
GL-000800,ADVANCES_FUND,21275981821.86,INR,2025-08-23,CP-00604,POS-002058,
GL-000801,ADVANCES_FUND,918763900.62,INR,2024-08-18,CP-00444,POS-001494,
GL-000802,ADVANCES_FUND,4481646374.71,INR,2024-05-20,CP-00441,POS-001487,
GL-000803,ADVANCES_FUND,19851912769.18,INR,2024-12-05,CP-00436,POS-001469,
GL-000804,ADVANCES_FUND,10131495629.62,INR,2025-07-18,CP-00434,POS-001460,
GL-000805,ADVANCES_FUND,1921234932.13,INR,2024-11-20,CP-00440,POS-001485,
GL-000806,ADVANCES_FUND,846364943.77,INR,2023-08-12,CP-00439,POS-001478,
GL-000807,ADVANCES_FUND,6835894436.39,INR,2026-06-14,CP-00443,POS-001492,
GL-000808,ADVANCES_FUND,683890674.05,INR,2025-11-18,CP-00442,POS-001490,
GL-000809,ADVANCES_FUND,82534058.55,INR,2024-12-31,CP-00432,POS-001455,
GL-000810,ADVANCES_FUND,3262348388.6,INR,2025-06-24,CP-00444,POS-001495,
GL-000811,ADVANCES_FUND,10358196562.9,INR,2024-08-16,CP-00437,POS-001472,
GL-000812,ADVANCES_FUND,548370878.24,INR,2025-06-01,CP-00438,POS-001475,
GL-000813,ADVANCES_FUND,8189162433.75,INR,2024-07-09,CP-00434,POS-001461,
GL-000814,ADVANCES_FUND,2179931599.51,INR,2026-03-06,CP-00432,POS-001454,
GL-000815,ADVANCES_FUND,1756879594.78,INR,2025-07-02,CP-00436,POS-001467,
GL-000816,ADVANCES_FUND,764706891.72,INR,2024-06-02,CP-00435,POS-001464,
GL-000817,ADVANCES_FUND,12253695110.34,INR,2025-01-30,CP-00433,POS-001457,
GL-000818,ADVANCES_FUND,202949008.12,INR,2024-05-10,CP-00438,POS-001476,
GL-000819,ADVANCES_FUND,281188112.99,INR,2024-08-03,CP-00440,POS-001484,
GL-000820,ADVANCES_FUND,3023176223.07,INR,2025-07-06,CP-00436,POS-001468,
GL-000821,ADVANCES_FUND,1526886858.39,INR,2025-03-19,CP-00437,POS-001473,
GL-000822,ADVANCES_FUND,238473325.9,INR,2023-08-09,CP-00435,POS-001465,
GL-000823,ADVANCES_FUND,3411989211.82,INR,2023-08-12,CP-00440,POS-001483,
GL-000824,ADVANCES_FUND,4567643354.26,INR,2026-05-23,CP-00439,POS-001479,
GL-000825,ADVANCES_FUND,1973764726.6,INR,2024-05-19,CP-00439,POS-001480,
GL-000826,ADVANCES_FUND,4385814565.54,INR,2023-08-14,CP-00451,POS-001519,
GL-000827,ADVANCES_FUND,4838272341.16,INR,2025-12-31,CP-00454,POS-001529,
GL-000828,ADVANCES_FUND,7602718713.95,INR,2025-11-01,CP-00453,POS-001524,
GL-000829,ADVANCES_FUND,21237280456.48,INR,2025-08-08,CP-00445,POS-001500,
GL-000830,ADVANCES_FUND,4131394079.72,INR,2026-03-07,CP-00445,POS-001499,
GL-000831,ADVANCES_FUND,236818957.7,INR,2024-07-26,CP-00457,POS-001540,
GL-000832,ADVANCES_FUND,741079990.18,INR,2024-12-03,CP-00451,POS-001520,
GL-000833,ADVANCES_FUND,26206684455.77,INR,2024-10-28,CP-00449,POS-001512,
GL-000834,ADVANCES_FUND,3925731485.61,INR,2023-10-11,CP-00455,POS-001532,
GL-000835,ADVANCES_FUND,7780843337.86,INR,2025-03-13,CP-00445,POS-001498,
GL-000836,ADVANCES_FUND,1006418071.29,INR,2025-07-25,CP-00447,POS-001506,
GL-000837,ADVANCES_FUND,5018869995.05,INR,2025-05-15,CP-00456,POS-001535,
GL-000838,ADVANCES_FUND,2484897065.09,INR,2024-02-05,CP-00448,POS-001509,
GL-000839,ADVANCES_FUND,6350183039.94,INR,2024-11-29,CP-00450,POS-001514,
GL-000840,ADVANCES_FUND,329618758.04,INR,2025-12-27,CP-00447,POS-001504,
GL-000841,ADVANCES_FUND,3058268844.14,INR,2024-06-05,CP-00455,POS-001533,
GL-000842,ADVANCES_FUND,390586588.97,INR,2024-04-05,CP-00447,POS-001505,
GL-000843,ADVANCES_FUND,137929901.74,INR,2025-09-30,CP-00454,POS-001528,
GL-000844,ADVANCES_FUND,850317762.88,INR,2024-10-29,CP-00454,POS-001527,
GL-000845,ADVANCES_FUND,956566523.11,INR,2024-10-21,CP-00450,POS-001516,
GL-000846,ADVANCES_FUND,4146113990.93,INR,2025-12-21,CP-00452,POS-001522,
GL-000847,ADVANCES_FUND,205141630.74,INR,2026-06-21,CP-00457,POS-001539,
GL-000848,ADVANCES_FUND,21231765234.6,INR,2024-05-05,CP-00446,POS-001502,
GL-000849,ADVANCES_FUND,29253442993.0,INR,2024-08-26,CP-00456,POS-001536,
GL-000850,ADVANCES_FUND,643692713.45,INR,2024-05-10,CP-00457,POS-001541,
GL-000851,ADVANCES_FUND,1605048503.05,INR,2025-05-13,CP-00450,POS-001515,
GL-000852,ADVANCES_FUND,2034426353.81,INR,2024-03-17,CP-00465,POS-001567,
GL-000853,ADVANCES_FUND,1041591664.57,INR,2024-03-08,CP-00460,POS-001549,
GL-000854,ADVANCES_FUND,7809276548.16,INR,2025-03-25,CP-00460,POS-001548,
GL-000855,ADVANCES_FUND,14988396081.16,INR,2023-09-09,CP-00466,POS-001569,
GL-000856,ADVANCES_FUND,507980691.2,INR,2023-09-27,CP-00458,POS-001543,
GL-000857,ADVANCES_FUND,219980525.69,INR,2024-01-29,CP-00461,POS-001552,
GL-000858,ADVANCES_FUND,375506561.78,INR,2024-01-21,CP-00461,POS-001553,
GL-000859,ADVANCES_FUND,1605775013.96,INR,2024-07-17,CP-00470,POS-001587,
GL-000860,ADVANCES_FUND,5285941050.57,INR,2026-03-18,CP-00462,POS-001557,
GL-000861,ADVANCES_FUND,304783956.26,INR,2025-08-23,CP-00468,POS-001577,
GL-000862,ADVANCES_FUND,27016994685.68,INR,2024-03-11,CP-00467,POS-001572,
GL-000863,ADVANCES_FUND,768863216.33,INR,2025-07-08,CP-00468,POS-001576,
GL-000864,ADVANCES_FUND,1930812953.41,INR,2025-12-24,CP-00470,POS-001586,
GL-000865,ADVANCES_FUND,1671105595.07,INR,2023-08-28,CP-00469,POS-001582,
GL-000866,ADVANCES_FUND,18516779334.77,INR,2025-01-12,CP-00464,POS-001562,
GL-000867,ADVANCES_FUND,419956153.11,INR,2023-12-01,CP-00461,POS-001551,
GL-000868,ADVANCES_FUND,1300583281.03,INR,2025-08-23,CP-00470,POS-001585,
GL-000869,ADVANCES_FUND,478556916.76,INR,2025-06-02,CP-00462,POS-001556,
GL-000870,ADVANCES_FUND,78731728.61,INR,2025-06-20,CP-00468,POS-001575,
GL-000871,ADVANCES_FUND,1227284016.94,INR,2025-05-18,CP-00469,POS-001581,
GL-000872,ADVANCES_FUND,14917470282.63,INR,2025-03-08,CP-00464,POS-001564,
GL-000873,ADVANCES_FUND,3945281685.79,INR,2025-08-09,CP-00463,POS-001560,
GL-000874,ADVANCES_FUND,1234570295.36,INR,2024-01-21,CP-00469,POS-001580,
GL-000875,ADVANCES_FUND,11157709900.59,INR,2025-07-08,CP-00460,POS-001547,
GL-000876,ADVANCES_FUND,1930431022.46,INR,2025-03-04,CP-00459,POS-001545,
GL-000877,ADVANCES_FUND,24015210484.29,INR,2023-12-01,CP-00464,POS-001563,
GL-000878,ADVANCES_FUND,41552532285.18,INR,2025-05-07,CP-00476,POS-001606,
GL-000879,ADVANCES_FUND,6246393810.06,INR,2023-10-13,CP-00473,POS-001595,
GL-000880,ADVANCES_FUND,68933990531.68,INR,2023-11-10,CP-00482,POS-001628,
GL-000881,ADVANCES_FUND,20947072952.72,INR,2024-03-09,CP-00485,POS-001637,
GL-000882,ADVANCES_FUND,6906872588.22,INR,2026-03-06,CP-00482,POS-001627,
GL-000883,ADVANCES_FUND,16292420756.44,INR,2025-01-09,CP-00477,POS-001611,
GL-000884,ADVANCES_FUND,1892707450.12,INR,2025-01-17,CP-00483,POS-001632,
GL-000885,ADVANCES_FUND,362253575982.17,INR,2024-08-01,CP-00478,POS-001614,
GL-000886,ADVANCES_FUND,3182393555.4,INR,2023-12-18,CP-00484,POS-001634,
GL-000887,ADVANCES_FUND,36759876064.21,INR,2025-07-14,CP-00471,POS-001589,
GL-000888,ADVANCES_FUND,25405172765.33,INR,2024-10-29,CP-00484,POS-001635,
GL-000889,ADVANCES_FUND,18766578371.6,INR,2025-09-15,CP-00483,POS-001631,
