POSITION_ID,INSTRUMENT_TYPE,NOTIONAL,CURRENCY,EXPOSURE_CLASS,COUNTERPARTY_ID,AS_OF_DATE
POS-000635,Bank Guarantee,2069480.56,INR,BELOW_100,CP-00190,2026-06-30
POS-000636,Cash Credit,1446333255.45,INR,ABOVE_100,CP-00191,2026-06-30
POS-000637,Term Loan,1228084499.5,INR,AT_100,CP-00191,2026-06-30
POS-000638,Cash Credit,24262138082.88,INR,BELOW_100,CP-00191,2026-06-30
POS-000639,Bank Guarantee,414258.01,INR,AT_100,CP-00191,2026-06-30
POS-000640,Letter of Credit,2529006.22,INR,BELOW_100,CP-00191,2026-06-30
POS-000641,Term Loan,432287055759.51,INR,BELOW_100,CP-00192,2026-06-30
POS-000642,Cash Credit,30371121725.58,INR,AT_100,CP-00192,2026-06-30
POS-000643,Bank Guarantee,28237883.81,INR,ABOVE_100,CP-00192,2026-06-30
POS-000644,Bank Guarantee,65827305.11,INR,ABOVE_100,CP-00192,2026-06-30
POS-000645,Term Loan,105824035138.08,INR,BELOW_100,CP-00193,2026-06-30
POS-000646,Cash Credit,42892608359.12,INR,BELOW_100,CP-00193,2026-06-30
POS-000647,Bank Guarantee,6083315.01,INR,BELOW_100,CP-00193,2026-06-30
POS-000648,Investment - Debenture/Bond,2872105786.08,INR,AT_100,CP-00194,2026-06-30
POS-000649,Term Loan,15452998334.1,INR,BELOW_100,CP-00194,2026-06-30
POS-000650,Term Loan,90934789565.05,INR,AT_100,CP-00194,2026-06-30
POS-000651,Derivative - Interest Rate Swap,7932839.58,INR,ABOVE_100,CP-00194,2026-06-30
POS-000652,Bank Guarantee,3443981.11,INR,AT_100,CP-00194,2026-06-30
POS-000653,Term Loan,215407613.76,INR,AT_100,CP-00195,2026-06-30
POS-000654,Term Loan,5523900317.86,INR,BELOW_100,CP-00195,2026-06-30
POS-000655,Cash Credit,111075565.63,INR,AT_100,CP-00195,2026-06-30
POS-000656,Bank Guarantee,89956821.77,INR,BELOW_100,CP-00195,2026-06-30
POS-000657,Term Loan,57904158384.76,INR,BELOW_100,CP-00196,2026-06-30
POS-000658,Term Loan,10874784153.19,INR,BELOW_100,CP-00196,2026-06-30
POS-000659,Derivative - Interest Rate Swap,2920052.69,INR,BELOW_100,CP-00196,2026-06-30
POS-000660,Derivative - FX Forward,34544494.85,INR,ABOVE_100,CP-00196,2026-06-30
POS-000661,Term Loan,42118734335.96,INR,BELOW_100,CP-00197,2026-06-30
POS-000662,Term Loan,154988851042.2,INR,ABOVE_100,CP-00197,2026-06-30
POS-000663,Letter of Credit,5673353.18,INR,ABOVE_100,CP-00197,2026-06-30
POS-000664,Derivative - FX Forward,22210923.94,INR,BELOW_100,CP-00197,2026-06-30
POS-000665,Term Loan,37199431449.47,INR,BELOW_100,CP-00198,2026-06-30
POS-000666,Derivative - FX Forward,109940572.28,INR,AT_100,CP-00198,2026-06-30
POS-000667,Term Loan,84390489838.53,INR,AT_100,CP-00199,2026-06-30
POS-000668,Cash Credit,15809191319.81,INR,AT_100,CP-00199,2026-06-30
POS-000669,Letter of Credit,2836181.56,INR,AT_100,CP-00199,2026-06-30
POS-000670,Letter of Credit,3037678.34,INR,AT_100,CP-00199,2026-06-30
POS-000671,Cash Credit,6310961595.97,INR,BELOW_100,CP-00200,2026-06-30
POS-000672,Term Loan,10938922862.39,INR,BELOW_100,CP-00200,2026-06-30
POS-000673,Letter of Credit,14152006.63,INR,AT_100,CP-00200,2026-06-30
POS-000674,Bank Guarantee,6172501.07,INR,AT_100,CP-00200,2026-06-30
POS-000675,Term Loan,3809904231.04,INR,BELOW_100,CP-00201,2026-06-30
POS-000676,Term Loan,5330713900.17,INR,BELOW_100,CP-00201,2026-06-30
POS-000677,Letter of Credit,19003514.81,INR,BELOW_100,CP-00201,2026-06-30
POS-000678,Term Loan,121436152282.17,INR,ABOVE_100,CP-00202,2026-06-30
POS-000679,Cash Credit,21001571404.36,INR,BELOW_100,CP-00202,2026-06-30
POS-000680,Term Loan,51231805673.68,INR,AT_100,CP-00202,2026-06-30
POS-000681,Bank Guarantee,309792530.92,INR,BELOW_100,CP-00202,2026-06-30
POS-000682,Term Loan,19217935013.4,INR,ABOVE_100,CP-00203,2026-06-30
POS-000683,Term Loan,6538431040.02,INR,BELOW_100,CP-00203,2026-06-30
POS-000684,Term Loan,13420554455.26,INR,ABOVE_100,CP-00203,2026-06-30
POS-000685,Bank Guarantee,51416584.32,INR,AT_100,CP-00203,2026-06-30
POS-000686,Letter of Credit,423948424.3,INR,BELOW_100,CP-00203,2026-06-30
POS-000687,Cash Credit,2317580938.19,INR,AT_100,CP-00204,2026-06-30
POS-000688,Term Loan,9025572423.14,INR,BELOW_100,CP-00204,2026-06-30
POS-000689,Bank Guarantee,1082956223.68,INR,AT_100,CP-00204,2026-06-30
POS-000690,Letter of Credit,1103627563.31,INR,BELOW_100,CP-00204,2026-06-30
POS-000691,Cash Credit,9743945943.86,INR,BELOW_100,CP-00205,2026-06-30
POS-000692,Term Loan,2020009826.06,INR,BELOW_100,CP-00205,2026-06-30
POS-000693,Investment - Debenture/Bond,1283100261.17,INR,BELOW_100,CP-00205,2026-06-30
POS-000694,Bank Guarantee,184841952.59,INR,ABOVE_100,CP-00205,2026-06-30
POS-000695,Letter of Credit,155376543.26,INR,ABOVE_100,CP-00205,2026-06-30
POS-000696,Term Loan,18716094941.01,INR,BELOW_100,CP-00206,2026-06-30
POS-000697,Letter of Credit,731407721.67,INR,BELOW_100,CP-00206,2026-06-30
POS-000698,Derivative - FX Forward,178277204.95,INR,AT_100,CP-00206,2026-06-30
POS-000699,Term Loan,309848969724.24,INR,BELOW_100,CP-00207,2026-06-30
POS-000700,Bank Guarantee,2296278220.32,INR,ABOVE_100,CP-00207,2026-06-30
POS-000701,Cash Credit,5529304997.79,INR,ABOVE_100,CP-00208,2026-06-30
POS-000702,Cash Credit,20448637442.52,INR,BELOW_100,CP-00208,2026-06-30
POS-000703,Derivative - FX Forward,497877991.38,INR,BELOW_100,CP-00208,2026-06-30
POS-000704,Letter of Credit,360897673.4,INR,BELOW_100,CP-00208,2026-06-30
POS-000705,Term Loan,4368119602.95,INR,AT_100,CP-00209,2026-06-30
POS-000706,Cash Credit,41674862546.03,INR,ABOVE_100,CP-00209,2026-06-30
POS-000707,Letter of Credit,15285767789.64,INR,BELOW_100,CP-00209,2026-06-30
POS-000708,Term Loan,38810379987.58,INR,AT_100,CP-00210,2026-06-30
POS-000709,Bank Guarantee,137717352.52,INR,ABOVE_100,CP-00210,2026-06-30
POS-000710,Letter of Credit,2164339217.97,INR,AT_100,CP-00210,2026-06-30
POS-000711,Cash Credit,64435134521.16,INR,AT_100,CP-00211,2026-06-30
POS-000712,Cash Credit,19716830064.24,INR,BELOW_100,CP-00211,2026-06-30
POS-000713,Bank Guarantee,1845375965.99,INR,ABOVE_100,CP-00211,2026-06-30
POS-000714,Term Loan,83618984801.63,INR,BELOW_100,CP-00212,2026-06-30
POS-000715,Term Loan,96171119151.82,INR,BELOW_100,CP-00212,2026-06-30
POS-000716,Cash Credit,147688253640.19,INR,AT_100,CP-00212,2026-06-30
POS-000717,Bank Guarantee,1582027499.62,INR,BELOW_100,CP-00212,2026-06-30
POS-000718,Bank Guarantee,587760636.2,INR,AT_100,CP-00212,2026-06-30
POS-000719,Cash Credit,20397576218.1,INR,BELOW_100,CP-00213,2026-06-30
POS-000720,Derivative - FX Forward,4320361075.25,INR,AT_100,CP-00213,2026-06-30
POS-000721,Term Loan,78636093471.13,INR,BELOW_100,CP-00214,2026-06-30
POS-000722,Derivative - Interest Rate Swap,934302505.65,INR,BELOW_100,CP-00214,2026-06-30
POS-000723,Bank Guarantee,74770492.53,INR,BELOW_100,CP-00214,2026-06-30
POS-000724,Term Loan,19457626854.92,INR,BELOW_100,CP-00215,2026-06-30
POS-000725,Bank Guarantee,822232620.69,INR,ABOVE_100,CP-00215,2026-06-30
POS-000726,Bank Guarantee,4223988925.95,INR,AT_100,CP-00215,2026-06-30
POS-000727,Term Loan,7974272813.73,INR,AT_100,CP-00216,2026-06-30
POS-000728,Term Loan,155306182954.39,INR,BELOW_100,CP-00216,2026-06-30
POS-000729,Derivative - FX Forward,1557555309.53,INR,BELOW_100,CP-00216,2026-06-30
POS-000730,Bank Guarantee,12608827870.08,INR,BELOW_100,CP-00216,2026-06-30
POS-000731,Cash Credit,2767663771.88,INR,BELOW_100,CP-00217,2026-06-30
POS-000732,Term Loan,5610562593.59,INR,AT_100,CP-00217,2026-06-30
POS-000733,Derivative - FX Forward,9236366635.2,INR,BELOW_100,CP-00217,2026-06-30
POS-000734,Term Loan,5670346033.25,INR,AT_100,CP-00218,2026-06-30
POS-000735,Derivative - Interest Rate Swap,412828267.8,INR,ABOVE_100,CP-00218,2026-06-30
POS-000736,Derivative - FX Forward,62097261.41,INR,AT_100,CP-00218,2026-06-30
POS-000737,Term Loan,4123188524.69,INR,AT_100,CP-00219,2026-06-30
POS-000738,Term Loan,3965583844.49,INR,BELOW_100,CP-00219,2026-06-30
POS-000739,Derivative - FX Forward,951113737.86,INR,BELOW_100,CP-00219,2026-06-30
POS-000740,Term Loan,270466649.9,INR,AT_100,CP-00220,2026-06-30
POS-000741,Derivative - FX Forward,888325304.75,INR,BELOW_100,CP-00220,2026-06-30
POS-000742,Investment - Debenture/Bond,83876804682.57,INR,ABOVE_100,CP-00221,2026-06-30
POS-000743,Bank Guarantee,288746096.47,INR,BELOW_100,CP-00221,2026-06-30
POS-000744,Term Loan,413014462.54,INR,BELOW_100,CP-00222,2026-06-30
POS-000745,Bank Guarantee,282672914.35,INR,ABOVE_100,CP-00222,2026-06-30
POS-000746,Term Loan,111057524.43,INR,ABOVE_100,CP-00223,2026-06-30
POS-000747,Cash Credit,1720074086.04,INR,BELOW_100,CP-00223,2026-06-30
POS-000748,Term Loan,402934795.13,INR,AT_100,CP-00223,2026-06-30
POS-000749,Bank Guarantee,3854682317.52,INR,BELOW_100,CP-00223,2026-06-30
POS-000750,Bank Guarantee,62392714.63,INR,BELOW_100,CP-00223,2026-06-30
POS-000751,Cash Credit,651944847.32,INR,BELOW_100,CP-00224,2026-06-30
POS-000752,Term Loan,62190784.77,INR,AT_100,CP-00224,2026-06-30
POS-000753,Bank Guarantee,111773248.9,INR,BELOW_100,CP-00224,2026-06-30
POS-000754,Term Loan,1030196452.81,INR,ABOVE_100,CP-00225,2026-06-30
POS-000755,Bank Guarantee,622193789.84,INR,BELOW_100,CP-00225,2026-06-30
POS-000756,Derivative - FX Forward,93880478.01,INR,AT_100,CP-00225,2026-06-30
POS-000757,Term Loan,2360674695.84,INR,BELOW_100,CP-00226,2026-06-30
POS-000758,Letter of Credit,2278971311.45,INR,BELOW_100,CP-00226,2026-06-30
POS-000759,Derivative - Interest Rate Swap,4891357993.49,INR,BELOW_100,CP-00226,2026-06-30
POS-000760,Investment - Debenture/Bond,797681457.03,INR,AT_100,CP-00227,2026-06-30
POS-000761,Cash Credit,1031674114.86,INR,ABOVE_100,CP-00227,2026-06-30
POS-000762,Cash Credit,136783010.52,INR,ABOVE_100,CP-00227,2026-06-30
POS-000763,Bank Guarantee,363384907.09,INR,BELOW_100,CP-00227,2026-06-30
POS-000764,Term Loan,27914211584.03,INR,BELOW_100,CP-00228,2026-06-30
POS-000765,Term Loan,1809534404.18,INR,AT_100,CP-00228,2026-06-30
POS-000766,Derivative - FX Forward,456814913.41,INR,BELOW_100,CP-00228,2026-06-30
POS-000767,Derivative - Interest Rate Swap,1808470351.46,INR,ABOVE_100,CP-00228,2026-06-30
POS-000768,Term Loan,911286641.62,INR,BELOW_100,CP-00229,2026-06-30
POS-000769,Cash Credit,1000381420.5,INR,AT_100,CP-00229,2026-06-30
POS-000770,Term Loan,264220809.35,INR,AT_100,CP-00229,2026-06-30
POS-000771,Derivative - Interest Rate Swap,307736349.68,INR,BELOW_100,CP-00229,2026-06-30
POS-000772,Derivative - Interest Rate Swap,46425013.22,INR,BELOW_100,CP-00229,2026-06-30
POS-000773,Term Loan,32550416405.52,INR,AT_100,CP-00230,2026-06-30
POS-000774,Letter of Credit,7574368966.71,INR,BELOW_100,CP-00230,2026-06-30
POS-000775,Cash Credit,247810541.36,INR,ABOVE_100,CP-00231,2026-06-30
POS-000776,Cash Credit,422354961.93,INR,BELOW_100,CP-00231,2026-06-30
POS-000777,Term Loan,3548467265.3,INR,ABOVE_100,CP-00231,2026-06-30
POS-000778,Letter of Credit,166064061.92,INR,ABOVE_100,CP-00231,2026-06-30
POS-000779,Term Loan,4675483637.77,INR,BELOW_100,CP-00232,2026-06-30
POS-000780,Term Loan,17230272870.93,INR,BELOW_100,CP-00232,2026-06-30
POS-000781,Term Loan,2297972006.8,INR,AT_100,CP-00232,2026-06-30
POS-000782,Bank Guarantee,11917643289.68,INR,ABOVE_100,CP-00232,2026-06-30
POS-000783,Term Loan,5285216887.89,INR,AT_100,CP-00233,2026-06-30
POS-000784,Cash Credit,472956526.64,INR,BELOW_100,CP-00233,2026-06-30
POS-000785,Bank Guarantee,1791375669.45,INR,BELOW_100,CP-00233,2026-06-30
POS-000786,Term Loan,22442174708.22,INR,BELOW_100,CP-00234,2026-06-30
POS-000787,Term Loan,11683660565.31,INR,BELOW_100,CP-00234,2026-06-30
POS-000788,Term Loan,5989822333.59,INR,AT_100,CP-00234,2026-06-30
POS-000789,Bank Guarantee,9621423985.56,INR,BELOW_100,CP-00234,2026-06-30
POS-000790,Letter of Credit,3150922667.15,INR,ABOVE_100,CP-00234,2026-06-30
POS-000791,Investment - Debenture/Bond,4492092807.59,INR,AT_100,CP-00235,2026-06-30
POS-000792,Cash Credit,21145392566.81,INR,AT_100,CP-00235,2026-06-30
POS-000793,Derivative - Interest Rate Swap,10877455796.46,INR,BELOW_100,CP-00235,2026-06-30
POS-000794,Letter of Credit,16663517107.2,INR,ABOVE_100,CP-00235,2026-06-30
POS-000795,Term Loan,26965058685.05,INR,BELOW_100,CP-00236,2026-06-30
POS-000796,Bank Guarantee,651255056.54,INR,BELOW_100,CP-00236,2026-06-30
POS-000797,Bank Guarantee,4882015156.8,INR,ABOVE_100,CP-00236,2026-06-30
POS-000798,Term Loan,28852742094.6,INR,BELOW_100,CP-00237,2026-06-30
POS-000799,Derivative - Interest Rate Swap,29758317653.45,INR,BELOW_100,CP-00237,2026-06-30
POS-000800,Letter of Credit,35425771668.69,INR,BELOW_100,CP-00237,2026-06-30
POS-000801,Term Loan,4235293069.79,INR,AT_100,CP-00238,2026-06-30
POS-000802,Term Loan,18499292497.72,INR,BELOW_100,CP-00238,2026-06-30
POS-000803,Letter of Credit,18791439285.66,INR,BELOW_100,CP-00238,2026-06-30
POS-000804,Term Loan,2598998928.09,INR,BELOW_100,CP-00239,2026-06-30
POS-000805,Bank Guarantee,23756004862.05,INR,ABOVE_100,CP-00239,2026-06-30
POS-000806,Investment - Debenture/Bond,8058488257.32,INR,BELOW_100,CP-00240,2026-06-30
POS-000807,Derivative - FX Forward,17210585999.68,INR,AT_100,CP-00240,2026-06-30
POS-000808,Term Loan,25648551674.0,INR,BELOW_100,CP-00241,2026-06-30
POS-000809,Cash Credit,50478106492.1,INR,BELOW_100,CP-00241,2026-06-30
POS-000810,Bank Guarantee,40508769559.63,INR,BELOW_100,CP-00241,2026-06-30
POS-000811,Cash Credit,55781572973.72,INR,AT_100,CP-00242,2026-06-30
POS-000812,Bank Guarantee,10487530517.79,INR,ABOVE_100,CP-00242,2026-06-30
POS-000813,Term Loan,54079091241.19,INR,BELOW_100,CP-00243,2026-06-30
POS-000814,Derivative - FX Forward,13709803599.23,INR,ABOVE_100,CP-00243,2026-06-30
POS-000815,Investment - Debenture/Bond,150694433375.34,INR,AT_100,CP-00244,2026-06-30
POS-000816,Letter of Credit,4688037417.67,INR,BELOW_100,CP-00244,2026-06-30
POS-000817,Term Loan,9364254572.44,INR,BELOW_100,CP-00245,2026-06-30
POS-000818,Investment - Debenture/Bond,10305474968.49,INR,BELOW_100,CP-00245,2026-06-30
POS-000819,Derivative - Interest Rate Swap,68430463.71,INR,ABOVE_100,CP-00245,2026-06-30
POS-000820,Derivative - FX Forward,12441768292.05,INR,ABOVE_100,CP-00245,2026-06-30
POS-000821,Term Loan,17946396258.61,INR,ABOVE_100,CP-00246,2026-06-30
POS-000822,Derivative - FX Forward,2739314470.19,INR,BELOW_100,CP-00246,2026-06-30
POS-000823,Derivative - Interest Rate Swap,1909117481.36,INR,ABOVE_100,CP-00246,2026-06-30
POS-000824,Term Loan,1654251420.58,INR,AT_100,CP-00247,2026-06-30
POS-000825,Cash Credit,2648786585.36,INR,BELOW_100,CP-00247,2026-06-30
POS-000826,Derivative - FX Forward,502445669.9,INR,ABOVE_100,CP-00247,2026-06-30
POS-000827,Letter of Credit,1838176316.82,INR,AT_100,CP-00247,2026-06-30
POS-000828,Term Loan,14045859897.53,INR,AT_100,CP-00248,2026-06-30
POS-000829,Cash Credit,4867952938.77,INR,AT_100,CP-00248,2026-06-30
POS-000830,Derivative - Interest Rate Swap,584964296.67,INR,BELOW_100,CP-00248,2026-06-30
POS-000831,Bank Guarantee,3279299014.52,INR,BELOW_100,CP-00248,2026-06-30
POS-000832,Term Loan,370459599.1,INR,BELOW_100,CP-00249,2026-06-30
POS-000833,Cash Credit,234727828.0,INR,BELOW_100,CP-00249,2026-06-30
POS-000834,Bank Guarantee,12969033477.31,INR,AT_100,CP-00249,2026-06-30
POS-000835,Bank Guarantee,2200397086.21,INR,ABOVE_100,CP-00249,2026-06-30
POS-000836,Term Loan,2569115426.35,INR,BELOW_100,CP-00250,2026-06-30
POS-000837,Letter of Credit,10549552.37,INR,ABOVE_100,CP-00250,2026-06-30
POS-000838,Bank Guarantee,748568889.1,INR,AT_100,CP-00250,2026-06-30
POS-000839,Term Loan,6198671831.56,INR,BELOW_100,CP-00251,2026-06-30
POS-000840,Derivative - FX Forward,7918208097.85,INR,AT_100,CP-00251,2026-06-30
POS-000841,Term Loan,939487885.21,INR,BELOW_100,CP-00252,2026-06-30
POS-000842,Term Loan,2187085920.24,INR,ABOVE_100,CP-00252,2026-06-30
POS-000843,Derivative - FX Forward,126149732.75,INR,AT_100,CP-00252,2026-06-30
POS-000844,Derivative - FX Forward,20081199.98,INR,BELOW_100,CP-00252,2026-06-30
POS-000845,Cash Credit,420771630.94,INR,ABOVE_100,CP-00253,2026-06-30
POS-000846,Cash Credit,754253002.3,INR,ABOVE_100,CP-00253,2026-06-30
POS-000847,Derivative - FX Forward,13991066131.64,INR,BELOW_100,CP-00253,2026-06-30
POS-000848,Letter of Credit,2139224445.48,INR,BELOW_100,CP-00253,2026-06-30
POS-000849,Investment - Debenture/Bond,1530120771.46,INR,ABOVE_100,CP-00254,2026-06-30
POS-000850,Term Loan,56299441.84,INR,ABOVE_100,CP-00254,2026-06-30
POS-000851,Bank Guarantee,299196374.82,INR,ABOVE_100,CP-00254,2026-06-30
POS-000852,Term Loan,3327122419.46,INR,AT_100,CP-00255,2026-06-30
POS-000853,Letter of Credit,323052600.62,INR,BELOW_100,CP-00255,2026-06-30
POS-000854,Cash Credit,829565018.41,INR,AT_100,CP-00256,2026-06-30
POS-000855,Term Loan,1929515803.1,INR,ABOVE_100,CP-00256,2026-06-30
POS-000856,Bank Guarantee,313790855.28,INR,BELOW_100,CP-00256,2026-06-30
POS-000857,Bank Guarantee,932131330.09,INR,ABOVE_100,CP-00256,2026-06-30
POS-000858,Cash Credit,10641625289.01,INR,BELOW_100,CP-00257,2026-06-30
POS-000859,Letter of Credit,282968910.56,INR,BELOW_100,CP-00257,2026-06-30
POS-000860,Bank Guarantee,124498093.37,INR,AT_100,CP-00257,2026-06-30
POS-000861,Term Loan,555635032.51,INR,AT_100,CP-00258,2026-06-30
POS-000862,Term Loan,6668515875.66,INR,BELOW_100,CP-00258,2026-06-30
POS-000863,Cash Credit,2021339117.09,INR,BELOW_100,CP-00258,2026-06-30
POS-000864,Derivative - FX Forward,112884746.08,INR,BELOW_100,CP-00258,2026-06-30
POS-000865,Bank Guarantee,28859256.52,INR,AT_100,CP-00258,2026-06-30
POS-000866,Term Loan,8564437265.52,INR,BELOW_100,CP-00259,2026-06-30
POS-000867,Bank Guarantee,121753922.05,INR,BELOW_100,CP-00259,2026-06-30
POS-000868,Term Loan,506938692.65,INR,ABOVE_100,CP-00260,2026-06-30
POS-000869,Investment - Debenture/Bond,2507521647.19,INR,ABOVE_100,CP-00260,2026-06-30
POS-000870,Cash Credit,1946746002.95,INR,ABOVE_100,CP-00260,2026-06-30
POS-000871,Bank Guarantee,1422648.96,INR,BELOW_100,CP-00260,2026-06-30
POS-000872,Cash Credit,3167898615.7,INR,ABOVE_100,CP-00261,2026-06-30
POS-000873,Term Loan,5393480249.17,INR,BELOW_100,CP-00261,2026-06-30
POS-000874,Bank Guarantee,1351680.46,INR,BELOW_100,CP-00261,2026-06-30
POS-000875,Investment - Debenture/Bond,30705044270.06,INR,BELOW_100,CP-00262,2026-06-30
POS-000876,Term Loan,3879604238.91,INR,AT_100,CP-00262,2026-06-30
POS-000877,Cash Credit,23490237506.56,INR,BELOW_100,CP-00262,2026-06-30
POS-000878,Letter of Credit,679480.06,INR,ABOVE_100,CP-00262,2026-06-30
POS-000879,Term Loan,13066901848.53,INR,ABOVE_100,CP-00263,2026-06-30
POS-000880,Bank Guarantee,2413645.09,INR,AT_100,CP-00263,2026-06-30
POS-000881,Bank Guarantee,1675367.34,INR,BELOW_100,CP-00263,2026-06-30
POS-000882,Term Loan,183335124.0,INR,ABOVE_100,CP-00264,2026-06-30
POS-000883,Cash Credit,2101246191.59,INR,BELOW_100,CP-00264,2026-06-30
POS-000884,Bank Guarantee,699804.0,INR,BELOW_100,CP-00264,2026-06-30
POS-000885,Derivative - Interest Rate Swap,1082469.46,INR,AT_100,CP-00264,2026-06-30
POS-000886,Term Loan,523831216.85,INR,DEDUCTED,CP-00265,2026-06-30
POS-000887,Cash Credit,858741112.93,INR,BELOW_100,CP-00265,2026-06-30
POS-000888,Bank Guarantee,11804688.1,INR,BELOW_100,CP-00265,2026-06-30
POS-000889,Investment - Debenture/Bond,46096630422.44,INR,ABOVE_100,CP-00266,2026-06-30
POS-000890,Derivative - FX Forward,45762.32,INR,AT_100,CP-00266,2026-06-30
POS-000891,Bank Guarantee,1340258.93,INR,BELOW_100,CP-00266,2026-06-30
POS-000892,Investment - Debenture/Bond,1583348596.3,INR,BELOW_100,CP-00267,2026-06-30
POS-000893,Term Loan,6851655274.1,INR,BELOW_100,CP-00267,2026-06-30
POS-000894,Term Loan,479740616.18,INR,AT_100,CP-00267,2026-06-30
POS-000895,Bank Guarantee,136395.9,INR,BELOW_100,CP-00267,2026-06-30
POS-000896,Bank Guarantee,2346546.26,INR,ABOVE_100,CP-00267,2026-06-30
POS-000897,Cash Credit,18889829415.8,INR,BELOW_100,CP-00268,2026-06-30
POS-000898,Bank Guarantee,1216076.83,INR,BELOW_100,CP-00268,2026-06-30
POS-000899,Derivative - Interest Rate Swap,537667.04,INR,BELOW_100,CP-00268,2026-06-30
POS-000900,Term Loan,1090133241.41,INR,BELOW_100,CP-00269,2026-06-30
POS-000901,Term Loan,5662790438.84,INR,AT_100,CP-00269,2026-06-30
POS-000902,Derivative - Interest Rate Swap,3866961.97,INR,BELOW_100,CP-00269,2026-06-30
POS-000903,Term Loan,6778161578.48,INR,ABOVE_100,CP-00270,2026-06-30
POS-000904,Letter of Credit,51700.52,INR,ABOVE_100,CP-00270,2026-06-30
POS-000905,Bank Guarantee,886886.9,INR,ABOVE_100,CP-00270,2026-06-30
POS-000906,Investment - Debenture/Bond,26649162766.09,INR,AT_100,CP-00271,2026-06-30
POS-000907,Term Loan,929281942300.08,INR,AT_100,CP-00271,2026-06-30
POS-000908,Cash Credit,21613449443.86,INR,BELOW_100,CP-00271,2026-06-30
POS-000909,Letter of Credit,8230740.8,INR,AT_100,CP-00271,2026-06-30
POS-000910,Term Loan,14056641192.59,INR,ABOVE_100,CP-00272,2026-06-30
POS-000911,Term Loan,17727752121.45,INR,BELOW_100,CP-00272,2026-06-30
POS-000912,Cash Credit,2784833652.43,INR,BELOW_100,CP-00272,2026-06-30
POS-000913,Bank Guarantee,31574390.88,INR,ABOVE_100,CP-00272,2026-06-30
POS-000914,Investment - Debenture/Bond,258499552.45,INR,BELOW_100,CP-00273,2026-06-30
POS-000915,Term Loan,145144313.53,INR,BELOW_100,CP-00273,2026-06-30
POS-000916,Cash Credit,363951483.47,INR,ABOVE_100,CP-00273,2026-06-30
POS-000917,Bank Guarantee,347558.27,INR,AT_100,CP-00273,2026-06-30
POS-000918,Investment - Debenture/Bond,1489506873.4,INR,BELOW_100,CP-00274,2026-06-30
POS-000919,Derivative - Interest Rate Swap,189269.91,INR,AT_100,CP-00274,2026-06-30
POS-000920,Investment - Debenture/Bond,16098438471.77,INR,ABOVE_100,CP-00275,2026-06-30
POS-000921,Bank Guarantee,997232106.41,INR,BELOW_100,CP-00275,2026-06-30
POS-000922,Cash Credit,8516308349.09,INR,AT_100,CP-00276,2026-06-30
POS-000923,Term Loan,502506574.73,INR,BELOW_100,CP-00276,2026-06-30
POS-000924,Term Loan,2389764907.72,INR,ABOVE_100,CP-00276,2026-06-30
POS-000925,Bank Guarantee,3549608541.33,INR,AT_100,CP-00276,2026-06-30
POS-000926,Cash Credit,30329015.57,INR,AT_100,CP-00277,2026-06-30
POS-000927,Term Loan,6716219844.83,INR,BELOW_100,CP-00277,2026-06-30
POS-000928,Derivative - Interest Rate Swap,2161317365.01,INR,AT_100,CP-00277,2026-06-30
POS-000929,Term Loan,8987452527.28,INR,AT_100,CP-00278,2026-06-30
POS-000930,Cash Credit,2465824404.09,INR,BELOW_100,CP-00278,2026-06-30
POS-000931,Term Loan,10966329657.71,INR,AT_100,CP-00278,2026-06-30
POS-000932,Bank Guarantee,1365599207.95,INR,BELOW_100,CP-00278,2026-06-30
POS-000933,Term Loan,1710072579.38,INR,BELOW_100,CP-00279,2026-06-30
POS-000934,Term Loan,5537358158.39,INR,AT_100,CP-00279,2026-06-30
POS-000935,Bank Guarantee,1885733969.83,INR,AT_100,CP-00279,2026-06-30
POS-000936,Term Loan,2478143179.15,INR,BELOW_100,CP-00280,2026-06-30
POS-000937,Term Loan,3438508079.1,INR,BELOW_100,CP-00280,2026-06-30
POS-000938,Letter of Credit,5335377907.17,INR,AT_100,CP-00280,2026-06-30
POS-000939,Bank Guarantee,5536084981.17,INR,BELOW_100,CP-00280,2026-06-30
POS-000940,Cash Credit,3925551202.58,INR,BELOW_100,CP-00281,2026-06-30
POS-000941,Cash Credit,1152186533.39,INR,AT_100,CP-00281,2026-06-30
POS-000942,Letter of Credit,2869070671.18,INR,ABOVE_100,CP-00281,2026-06-30
POS-000943,Bank Guarantee,1709308083.33,INR,BELOW_100,CP-00281,2026-06-30
POS-000944,Cash Credit,11573661175.21,INR,BELOW_100,CP-00282,2026-06-30
POS-000945,Bank Guarantee,2198238562.52,INR,ABOVE_100,CP-00282,2026-06-30
POS-000946,Cash Credit,2263993307.96,INR,BELOW_100,CP-00283,2026-06-30
POS-000947,Letter of Credit,1415438743.41,INR,BELOW_100,CP-00283,2026-06-30
POS-000948,Bank Guarantee,109072880.44,INR,AT_100,CP-00283,2026-06-30
POS-000949,Cash Credit,3193494552.57,INR,BELOW_100,CP-00284,2026-06-30
POS-000950,Cash Credit,91963055933.42,INR,AT_100,CP-00284,2026-06-30
POS-000951,Investment - Debenture/Bond,25058244349.5,INR,AT_100,CP-00284,2026-06-30
POS-000952,Derivative - FX Forward,767342739.69,INR,ABOVE_100,CP-00284,2026-06-30
POS-000953,Bank Guarantee,15989966498.84,INR,BELOW_100,CP-00284,2026-06-30
